NAME,OPERATIONAL_STATUS,ATTRIBUTE_SOURCE,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,CLASS,VOLTAGE,ADDRESS,LATITUDE,LONGITUDE
Hazelwood,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,500,Hazelwood North Victoria,-38.281172,146.4283415
Dederang,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,330,Dederang Victoria,-36.454287,146.990813
Albury,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Lavington New South Wales,-36.0538175,146.952647
Jindera,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Jindera New South Wales,-35.9253465,146.908546
Australian Newsprint Mills,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Ettamogah New South Wales,-35.9941497,146.9846908
Koolkhan,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Koolkhan New South Wales,-29.61617413,152.9328597
Upper Tumut,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Terminal,330,Cabramurra New South Wales,-35.910907,148.386037
Charmhaven,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Woongarrah New South Wales,-33.24467898,151.4920904
Wyong,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Wyong New South Wales,-33.26719514,151.4378805
West Gosford,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,West Gosford New South Wales,-33.42099671,151.3317101
Warringah,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Allambie Heights New South Wales,-33.75458796,151.2441313
Willoughby,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Artarmon New South Wales,-33.81679526,151.1853991
Pyrmont,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Pyrmont New South Wales,-33.8704768,151.1935663
Canterbury,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Earlwood New South Wales,-33.92157194,151.1159491
Campbell,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Surry Hills New South Wales,-33.87982845,151.2123194
Kingsford,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Kingsford New South Wales,-33.92716991,151.2300166
Bunnerong,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Matraville New South Wales,-33.96894352,151.2291267
Balranald,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,220,Balranald New South Wales,-34.77560673,143.5251018
Broken Hill,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,220,Broken Hill New South Wales,-31.98625687,141.4192561
Tuggerah,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Tuggerah New South Wales,-33.308009,151.4334605
Tomago,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Tomago New South Wales,-32.82177396,151.7141514
Waratah West,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Waratah West New South Wales,-32.890168,151.7099465
BHP,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Sole Use,132,Mayfield North New South Wales,-32.88516492,151.7419825
Nepean,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Spring Farm New South Wales,-34.072091,150.7322595
Regentville,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Mulgoa New South Wales,-33.788008,150.6485235
Carlingford,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Carlingford New South Wales,-33.782624,151.0442395
Hawksbury,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,South Windsor New South Wales,-33.6281265,150.813457
Vineyard,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Vineyard New South Wales,-33.657088,150.8434735
Kenthurst,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Kenthurst New South Wales,-33.666313,151.002759
Blacktown,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Prospect New South Wales,-33.80242667,150.9264218
Sydney West,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Bulk Supply Point,330,Eastern Creek New South Wales,-33.81607651,150.8279464
Ingleburn,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Minto New South Wales,-34.0143425,150.851327
West Liverpool,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Prestons New South Wales,-33.9309484,150.8717773
Kemps Creek,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,500,Austral New South Wales,-33.9006505,150.8085335
Sydney South,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,330,Picnic Point New South Wales,-33.9786545,151.012896
Point Henry,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,220,Moolap Victoria,-38.13502919,144.4222826
Sydenham,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,500,Plumpton Victoria,-37.67616315,144.7472126
